,class_id,slug,excerpt
725,304,twitter,"By submitting, posting or displaying Content on or through the Services, you grant us a worldwide, non-exclusive, royalty-free license (with the right to sublicense) to use, copy, reproduce, process, adapt, modify, publish, transmit, display and distribute such Content in any and all media or distribution methods (now known or later developed).
This license authorizes us to make your Content available to the rest of the world and to let others do the same.
You agree that this license includes the right for Twitter to provide, promote, and improve the Services and to make Content submitted to or through the Services available to other companies, organizations or individuals for the syndication, broadcast, distribution, promotion or publication of such Content on other media and services, subject to our terms and conditions for such Content use.
Such additional uses by Twitter, or other companies, organizations or individuals, may be made with no compensation paid to you with respect to the Content that you submit, post, transmit or otherwise make available through the Services."
726,476,twitter,"They may also collect other personal data from you, such as cookie identifiers or your IP address."
727,47,twitter,"We may suspend or terminate your account or cease providing you with all or part of the Services at any time for any or no reason, including, but not limited to, if we reasonably believe: (i) you have violated these Terms or the Twitter Rules or Periscope Community Guidelines, (ii) you create risk or possible legal exposure for us.
(iii) your account should be removed due to prolonged inactivity.
or (iv) our provision of the Services to you is no longer commercially viable.
We will make reasonable efforts to notify you by the email address associated with your account or the next time you attempt to access your account, depending on the circumstances.
In all such cases, the Terms shall terminate, including, without limitation, your license to use the Services, except that the following sections shall continue to apply: II, III, V, and VI."
728,371,twitter,"We also reserve the right to access, read, preserve, and disclose any information as we reasonably believe is necessary to (i) satisfy any applicable law, regulation, legal process or governmental request"
729,31,twitter,"3.4In the event that we are involved in a bankruptcy, merger, acquisition, reorganization, or sale of assets, your personal data may be sold or transferred as part of that transaction."
730,156,twitter,We may also remove or refuse to distribute any Content on the Services
731,95,twitter,"We reserve the right to remove Content that violates the User Agreement, including for example, copyright or trademark violations, impersonation, unlawful conduct, or harassment"
732,478,twitter,"You can download certain account information, including your Tweets, by following the instructions here.
On Periscope, you can request correction, deletion, or modification of your personal data, and download your account information, by following the instructions here."
733,240,twitter,You can also always download the information you have shared on Twitter.
734,54,twitter,"We use this information for things like keeping your account secure and showing you more relevant Tweets, people to follow, events, and ads."
735,6,twitter,You understand and agree that the Services are provided to you on an “AS IS” and “AS AVAILABLE” basis.
736,15,twitter,"In any case, you must be at least 13 years old, or in the case of Periscope 16 years old, to use the Services."
737,90,twitter,You may end your legal agreement with Twitter at any time by deactivating your accounts and discontinuing your use of the Services.
738,90,twitter,"We keep Log Data for a maximum of 18 months.
If you follow the instructions here (or for Periscope here), your account will be deactivated and then deleted.
When deactivated, your Twitter account, including your display name, username, and public profile, will no longer be viewable on Twitter.com, Twitter for iOS, and Twitter for Android.
For up to 30 days after deactivation it is still possible to restore your Twitter account if it was accidentally or wrongfully deactivated."
